NU_ANO_CENSO,CO_IES,CO_CURSO,NO_CURSO,NO_REGIAO,CO_REGIAO,NO_UF,SG_UF,CO_UF
2021,3985,118830,Estética E Cosmética,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1452148,Estética E Cosmética,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,18023,Fotografia,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1389851,Fotografia,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1485486,Fotografia,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,72557,Gastronomia,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1177663,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1111849,Gestão Da Tecnologia Da Informação,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1124973,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1185514,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,18186,Hotelaria,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,118836,Jogos Digitais,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1452517,Jogos Digitais,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,118832,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,118834,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,118838,Nutrição,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1517630,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,18305,Produção Multimídia,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,118908,Publicidade E Propaganda,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1178297,Radiologia,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,105286,Redes De Computadores,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,86972,Sistemas De Informação,Sudeste,3.0,São Paulo,SP,35.0
2021,3985,1177664,Sistemas Para Internet,Sudeste,3.0,São Paulo,SP,35.0
2021,34,121131,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,34,2365,Automação De Escritórios E Secretariado,Sudeste,3.0,São Paulo,SP,35.0
2021,34,2361,Construção Civil - Modalidade Edifícios,Sudeste,3.0,São Paulo,SP,35.0
2021,34,21241,Construção Civil - Movimento De Terra E Pavimentação,Sudeste,3.0,São Paulo,SP,35.0
2021,34,1267279,Eletrônica Industrial,Sudeste,3.0,São Paulo,SP,35.0
2021,34,1176697,Gestão De Turismo,Sudeste,3.0,São Paulo,SP,35.0
2021,34,70925,Hidráulica E Saneamento Ambiental,Sudeste,3.0,São Paulo,SP,35.0
2021,34,1321292,Instalações Elétricas,Sudeste,3.0,São Paulo,SP,35.0
2021,34,121127,Materiais,Sudeste,3.0,São Paulo,SP,35.0
2021,34,21242,Mecânica - Modalidade Processos De Produção,Sudeste,3.0,São Paulo,SP,35.0
2021,34,2362,Mecânica - Modalidade Projetos,Sudeste,3.0,São Paulo,SP,35.0
2021,34,2364,Mecânica De Precisão,Sudeste,3.0,São Paulo,SP,35.0
2021,34,2366,Microeletrônica,Sudeste,3.0,São Paulo,SP,35.0
2021,34,21243,Soldagem,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,75359,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,1150265,Comércio Exterior,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,1517084,Desenvolvimento De Produtos Plásticos,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,1591166,Desenvolvimento De Software Multiplataforma,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,1516954,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,1292872,Gestão Empresarial,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,75355,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,4026,75357,Polímeros,Sudeste,3.0,São Paulo,SP,35.0
2021,15688,1150438,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,15688,1150700,Gestão Empresarial,Sudeste,3.0,São Paulo,SP,35.0
2021,15688,1150458,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,15746,1150259,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,15746,1172101,Eventos,Sudeste,3.0,São Paulo,SP,35.0
2021,15746,1150260,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,15746,1182800,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,17942,1214788,Construção De Edifícios,Sudeste,3.0,São Paulo,SP,35.0
2021,17942,1214786,Controle De Obras,Sudeste,3.0,São Paulo,SP,35.0
2021,17942,1517638,Design De Produto,Sudeste,3.0,São Paulo,SP,35.0
2021,17942,1214787,Transporte Terrestre,Sudeste,3.0,São Paulo,SP,35.0
2021,17977,1278760,Automação Industrial,Sudeste,3.0,São Paulo,SP,35.0
2021,17977,1278758,Fabricação Mecânica,Sudeste,3.0,São Paulo,SP,35.0
2021,17977,1542415,Manutenção Industrial,Sudeste,3.0,São Paulo,SP,35.0
2021,17977,1278759,Mecânica: Processos De Soldagem,Sudeste,3.0,São Paulo,SP,35.0
2021,17977,1309586,"Refrigeração, Ventilação E Ar Condicionado",Sudeste,3.0,São Paulo,SP,35.0
2021,19501,1322603,Gestão De Negócios E Inovação,Sudeste,3.0,São Paulo,SP,35.0
2021,19501,1322605,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,234,6055,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,234,6057,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,234,6056,Ciências Econômicas,Sudeste,3.0,São Paulo,SP,35.0
2021,234,1076619,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,234,48842,Engenharia Ambiental,Sudeste,3.0,São Paulo,SP,35.0
2021,234,1076785,Engenharia Civil,Sudeste,3.0,São Paulo,SP,35.0
2021,234,120757,Engenharia De Produção,Sudeste,3.0,São Paulo,SP,35.0
2021,234,50832,Engenharia Química,Sudeste,3.0,São Paulo,SP,35.0
2021,234,6063,Farmácia,Sudeste,3.0,São Paulo,SP,35.0
2021,234,6061,Química,Sudeste,3.0,São Paulo,SP,35.0
2021,234,306061,Química,Sudeste,3.0,São Paulo,SP,35.0
2021,234,6060,Química Industrial,Sudeste,3.0,São Paulo,SP,35.0
2021,362,7793,Serviço Social,Sudeste,3.0,São Paulo,SP,35.0
2021,371,47621,Música,Sudeste,3.0,São Paulo,SP,35.0
2021,416,18231,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,416,18210,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,416,56320,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,416,91131,Educação Física,Sudeste,3.0,São Paulo,SP,35.0
2021,416,91129,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,416,7454,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,416,1106896,Serviço Social,Sudeste,3.0,São Paulo,SP,35.0
2021,905,1132810,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,1290,19889,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,1290,28834,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,1290,48522,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,19953,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,1112685,Educação Física,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,1112824,Educação Física,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,51895,Gestão Da Qualidade,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,95585,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,19845,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,1295,55569,Redes De Computadores,Sudeste,3.0,São Paulo,SP,35.0
2021,1311,19928,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,1311,19927,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,1311,1305015,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1476,24232,Design,Sudeste,3.0,São Paulo,SP,35.0
2021,1476,43235,Publicidade E Propaganda,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,1202555,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,100266,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,99904,Automação Industrial,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,1202556,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,111908,Educação Física,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,1259737,Engenharia De Produção,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,75675,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,75665,Gestão Da Qualidade,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,1258963,Gestão Da Tecnologia Da Informação,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,57136,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,48856,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,100272,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,100270,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,1202603,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,1258098,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,1541,57134,Redes De Computadores,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,47972,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,47976,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,118972,Automação Industrial,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,1405235,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75116,Comércio Exterior,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75124,Design De Moda,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,71313,Design Gráfico,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,116284,Engenharia De Produção,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,116286,Engenharia Eletrônica,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,118720,Engenharia Eletrônica,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,105330,Futebol,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,118970,Gestão Da Qualidade,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75012,Gestão Da Tecnologia Da Informação,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,71307,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75248,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,50877,Gestão De Turismo,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75019,Gestão Desportiva E De Lazer,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,47974,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,47979,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75264,Gestão Hospitalar,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75032,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75034,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,47969,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,49282,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75120,Negócios Imobiliários,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,123153,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,1259034,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,75258,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,50862,Produção Publicitária,Sudeste,3.0,São Paulo,SP,35.0
2021,1742,71315,Redes De Computadores,Sudeste,3.0,São Paulo,SP,35.0
2021,1743,61176,Alimentos,Sudeste,3.0,São Paulo,SP,35.0
2021,1743,120446,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,1743,61182,Cosméticos,Sudeste,3.0,São Paulo,SP,35.0
2021,1743,120444,Gestão Ambiental,Sudeste,3.0,São Paulo,SP,35.0
2021,1743,48982,Polímeros,Sudeste,3.0,São Paulo,SP,35.0
2021,1745,95613,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,1745,52083,Gestão Da Qualidade,Sudeste,3.0,São Paulo,SP,35.0
2021,1745,95619,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1752,48020,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,48050,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75419,Comércio Exterior,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75442,Design De Moda,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,1043767,Engenharia De Produção,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75472,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75446,Gestão Da Qualidade,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,69535,Gestão Da Tecnologia Da Informação,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,69529,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,48052,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75455,Gestão Hospitalar,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75427,Gestão Pública,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,1205134,Letras - Português E Inglês,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,69533,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,49284,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,1205546,Matemática,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,117470,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,1762,75448,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,1946,51721,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,1964,1117921,Estética E Cosmética,Sudeste,3.0,São Paulo,SP,35.0
2021,1964,73724,Eventos,Sudeste,3.0,São Paulo,SP,35.0
2021,1964,55077,Gastronomia,Sudeste,3.0,São Paulo,SP,35.0
2021,1964,51860,Hotelaria,Sudeste,3.0,São Paulo,SP,35.0
2021,1964,120739,Nutrição,Sudeste,3.0,São Paulo,SP,35.0
2021,2465,1364851,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,2465,1365143,Ciências Econômicas,Sudeste,3.0,São Paulo,SP,35.0
2021,2465,54304,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,2465,1404670,Relações Internacionais,Sudeste,3.0,São Paulo,SP,35.0
2021,2793,1117303,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,3837,70034,Banco De Dados,Sudeste,3.0,São Paulo,SP,35.0
2021,3837,1440110,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,3933,1280312,Biomedicina,Sudeste,3.0,São Paulo,SP,35.0
2021,3933,1185263,Estética E Cosmética,Sudeste,3.0,São Paulo,SP,35.0
2021,3933,102970,Gastronomia,Sudeste,3.0,São Paulo,SP,35.0
2021,3933,102672,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,3933,102968,Radiologia,Sudeste,3.0,São Paulo,SP,35.0
2021,4104,90855,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,4104,1468871,Ciências Econômicas,Sudeste,3.0,São Paulo,SP,35.0
2021,4104,1441062,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,4104,1364595,Engenharia De Computação,Sudeste,3.0,São Paulo,SP,35.0
2021,4104,90859,Engenharia De Produção,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,111186,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1364574,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1364575,Ciências Econômicas,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404383,Comunicação Institucional,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404377,Comércio Exterior,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,118983,Design,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1364334,Engenharia Ambiental E Sanitária,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1364115,Engenharia Civil,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1364331,Engenharia Química,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404384,Eventos,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404385,Fotografia,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404378,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404380,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1364573,Jornalismo,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404381,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404382,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404386,Produção Audiovisual,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404387,Produção Fonográfica,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,1404388,Produção Publicitária,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,114535,Publicidade E Propaganda,Sudeste,3.0,São Paulo,SP,35.0
2021,4211,117527,Relações Internacionais,Sudeste,3.0,São Paulo,SP,35.0
2021,4357,85746,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,115718,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,115716,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1513237,Empreendedorismo,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1406569,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1354364,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1304930,Gestão De Segurança Privada,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1354152,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1453976,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1304820,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,4995,1502176,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,5217,5000513,Engenharia Elétrica,Sudeste,3.0,São Paulo,SP,35.0
2021,10323,1001938,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,10323,1366232,Ciência Da Computação,Sudeste,3.0,São Paulo,SP,35.0
2021,12661,1073805,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1300133,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1365253,Biomedicina,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1300134,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1467069,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1365800,Estética E Cosmética,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1184081,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1184080,Gestão Hospitalar,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1300135,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1046339,Radiologia,Sudeste,3.0,São Paulo,SP,35.0
2021,12723,1076449,Segurança No Trabalho,Sudeste,3.0,São Paulo,SP,35.0
2021,12817,1354635,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,12817,1354636,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,12817,1453826,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,14879,1108341,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,16934,1166655,Design De Animação,Sudeste,3.0,São Paulo,SP,35.0
2021,16934,1322821,Design Gráfico,Sudeste,3.0,São Paulo,SP,35.0
2021,16934,1321831,Jogos Digitais,Sudeste,3.0,São Paulo,SP,35.0
2021,17672,1185397,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,17926,1386499,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,17926,1306717,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,18066,1353201,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,18066,1353200,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,18072,1208581,Segurança No Trânsito,Sudeste,3.0,São Paulo,SP,35.0
2021,19823,1305294,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,19879,1396951,Gestão Hospitalar,Sudeste,3.0,São Paulo,SP,35.0
2021,20098,1311060,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,20328,1313064,Odontologia,Sudeste,3.0,São Paulo,SP,35.0
2021,20476,1405595,Biologia,Sudeste,3.0,São Paulo,SP,35.0
2021,20476,1324814,Medicina Veterinária,Sudeste,3.0,São Paulo,SP,35.0
2021,20476,1405594,Zootecnia,Sudeste,3.0,São Paulo,SP,35.0
2021,20497,1366178,Hotelaria,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1331184,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1335341,Arquitetura E Urbanismo,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1467571,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1467573,Educação Física,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1467572,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1331191,Engenharia Civil,Sudeste,3.0,São Paulo,SP,35.0
2021,20586,1331192,Engenharia De Computação,Sudeste,3.0,São Paulo,SP,35.0
2021,21431,1352486,Estética E Cosmética,Sudeste,3.0,São Paulo,SP,35.0
2021,21573,1352440,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,21573,1352437,Gestão Hospitalar,Sudeste,3.0,São Paulo,SP,35.0
2021,21764,1385497,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,21940,1369718,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,21940,1369673,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,22177,1388968,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,22603,1408608,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,22603,1408609,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,22603,1408611,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,22603,1408610,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,22603,1408612,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,22605,1408069,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,22605,1408071,Fisioterapia,Sudeste,3.0,São Paulo,SP,35.0
2021,22605,1412564,Medicina Veterinária,Sudeste,3.0,São Paulo,SP,35.0
2021,22606,1408074,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,23022,1428332,Gestão Hospitalar,Sudeste,3.0,São Paulo,SP,35.0
2021,23147,1431230,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,23147,1431231,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,23147,1431233,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,23147,1431630,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,23147,1431234,Sistemas Para Internet,Sudeste,3.0,São Paulo,SP,35.0
2021,23868,1467470,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,151,32885,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,151,27540,Administração Pública,Sudeste,3.0,São Paulo,SP,35.0
2021,200,27557,Jornalismo,Sudeste,3.0,São Paulo,SP,35.0
2021,200,31573,Publicidade E Propaganda,Sudeste,3.0,São Paulo,SP,35.0
2021,200,31574,Relações Públicas,Sudeste,3.0,São Paulo,SP,35.0
2021,200,48979,"Rádio, Tv E Internet",Sudeste,3.0,São Paulo,SP,35.0
2021,263,6328,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,263,1469949,Análise E Desenvolvimento De Sistemas,Sudeste,3.0,São Paulo,SP,35.0
2021,263,6329,Ciências Contábeis,Sudeste,3.0,São Paulo,SP,35.0
2021,263,67979,Direito,Sudeste,3.0,São Paulo,SP,35.0
2021,263,111062,Gestão Comercial,Sudeste,3.0,São Paulo,SP,35.0
2021,263,108405,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,263,106476,Gestão Financeira,Sudeste,3.0,São Paulo,SP,35.0
2021,263,108407,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,263,108776,Marketing,Sudeste,3.0,São Paulo,SP,35.0
2021,263,6330,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,263,19966,Sistemas De Informação,Sudeste,3.0,São Paulo,SP,35.0
2021,363,19616,Administração,Sudeste,3.0,São Paulo,SP,35.0
2021,363,33541,Artes Visuais,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1388626,Biologia,Sudeste,3.0,São Paulo,SP,35.0
2021,363,7796,Canto,Sudeste,3.0,São Paulo,SP,35.0
2021,363,23426,Educação Artística,Sudeste,3.0,São Paulo,SP,35.0
2021,363,23427,Educação Artística,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1322730,Filosofia,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1388622,Física,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1322731,Geografia,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1205898,Gestão De Recursos Humanos,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1322732,História,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1205899,Logística,Sudeste,3.0,São Paulo,SP,35.0
2021,363,23428,Música,Sudeste,3.0,São Paulo,SP,35.0
2021,363,55153,Música,Sudeste,3.0,São Paulo,SP,35.0
2021,363,7798,Pedagogia,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1285236,Processos Gerenciais,Sudeste,3.0,São Paulo,SP,35.0
2021,363,1388625,Química,Sudeste,3.0,São Paulo,SP,35.0
2021,370,28184,Artes Visuais,Sudeste,3.0,São Paulo,SP,35.0
2021,370,7913,Dança,Sudeste,3.0,São Paulo,SP,35.0
2021,370,7914,Design,Sudeste,3.0,São Paulo,SP,35.0
2021,370,1279801,Design De Moda,Sudeste,3.0,São Paulo,SP,35.0
2021,370,31675,Música,Sudeste,3.0,São Paulo,SP,35.0
2021,370,35298,Teatro,Sudeste,3.0,São Paulo,SP,35.0
2021,372,7933,Biblioteconomia,Sudeste,3.0,São Paulo,SP,35.0
2021,373,7935,Sociologia E Política,Sudeste,3.0,São Paulo,SP,35.0
2021,415,46875,Enfermagem,Sudeste,3.0,São Paulo,SP,35.0
2021,415,46877,Fonoaudiologia,Sudeste,3.0,São Paulo,SP,35.0
2021,415,8554,Medicina,Sudeste,3.0,São Paulo,SP,35.0
2021,415,1170303,Radiologia,Sudeste,3.0,São Paulo,SP,35.0
2021,415,1192068,Sistemas Biomédicos,Sudeste,3.0,São Paulo,SP,35.0
